anime,season,year,category,songname,artist,link,status
Nihon Chinbotsu 2020 (Japan Sinks: 2020),,1900,Opening Theme,a life,Taeko Oonuki & Ryuichi Sakamoto,https://open.spotify.com/track/0XvsCnRSfsmsQBUb5O88ux,
Nihon Chinbotsu 2020 (Japan Sinks: 2020),,1900,Ending Theme,Keshiki (景色),KAF (花譜),https://open.spotify.com/track/6W7fK6ZDqocWUqdtaNw1p7,
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,Winter 2023,2023,Opening Theme,Glorious World,Shunichi Toki (土岐隼一),https://open.spotify.com/track/6l5Wom2JA1pr1IgbJBByiT,
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,Winter 2023,2023,Ending Theme,Never Fear,Mao Abe (阿部真央),https://open.spotify.com/track/1WXGIXUZJjvA0hW7fNgLks,
Ninja Collection,Summer 2020,2020,Ending Theme,Shinobi Ashi de Unzaunza wo Odoru (忍び足でウンザウンザを踊る),Backdrop Cinderella, ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Opening Theme,CLICK,ClariS,https://open.spotify.com/track/3lVjrhRTt8nQ99kan7pOmj,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Opening Theme,STEP,ClariS,https://open.spotify.com/track/5DvdcadbAkXdpITIKLycqx,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,CLICK,ClariS,https://open.spotify.com/track/3lVjrhRTt8nQ99kan7pOmj,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,Heart Pattern,Chitoge Kirisaki (Nao Touyama), ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,Recover Decoration (リカバーデコレーション),Kosaki Onodera (Kana Hanazawa), ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,STEP,ClariS,https://open.spotify.com/track/5DvdcadbAkXdpITIKLycqx,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,TRICK BOX,Seishirou Tsugumi (Mikako Komatsu), ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,Order × Order (オーダー×オーダー),Ruri Miyamoto (Yumi Uchiyama), ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,Hanagonomi (はなごのみ),Marika Tachibana (Kana Asumi), ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,Souzou Diary (想像ダイアリー),"Chitoge Kirisaki (Nao Touyama), Kosaki Onodera (Kana Hanazawa), Seishirou Tsugumi (Mikako Komatsu), Marika Tachibana (Kana Asumi)", ,
Nisekoi (Nisekoi: False Love),Winter 2014,2014,Ending Theme,Taisetsu no Tsukurikata (大切の作り方),"Chitoge Kirisaki (Nao Touyama), Kosaki Onodera (Kana Hanazawa)", ,
Nisekoi OVA,,1900,Opening Theme,CLICK,ClariS,https://open.spotify.com/track/3lVjrhRTt8nQ99kan7pOmj,
Nisekoi OVA,,1900,Opening Theme,STEP,ClariS,https://open.spotify.com/track/5DvdcadbAkXdpITIKLycqx,
Nisekoi OVA,,1900,Ending Theme,Souzou Diary (想像ダイアリー),"Chitoge Kirisaki (Nao Touyama), Kosaki Onodera (Kana Hanazawa), Seishirou Tsugumi (Mikako Komatsu), Marika Tachibana (Kana Asumi)", ,
Nisekoi OVA,,1900,Ending Theme,Taisetsu no Tsukurikata (大切の作り方),"Chitoge Kirisaki (Nao Touyama), Kosaki Onodera (Kana Hanazawa)", ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Opening Theme,Rally Go Round,LiSA,https://open.spotify.com/track/4tiiXvf3G6ujvyt8IdNHvR,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Opening Theme,Magical☆Styling (マジカル☆スタイリング),Magical Pâtissière Kosaki-chan (Kana Hanazawa), ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,Aimai Hertz (曖昧ヘルツ),"Chitoge Kirisaki (Nao Touyama), Kosaki Onodera (Kana Hanazawa), Seishirou Tsugumi (Mikako Komatsu), Marika Tachibana (Kana Asumi)", ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,TrIGgER,Seishirou Tsugumi (Mikako Komatsu), ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,Sleep zzz...,Chitoge Kirisaki (Nao Touyama), ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,Matado-rabu (またど～らぶ),Marika Tachibana (Kana Asumi), ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,marchen ticktack,Haru Onodera (Ayane Sakura), ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,Tooriame drop (通り雨drop),Ruri Miyamoto (Yumi Uchiyama), ,
Nisekoi: (Nisekoi: False Love),Spring 2015,2015,Ending Theme,Crayon Cover (クレヨンカバー),Kosaki Onodera (Kana Hanazawa), ,
Nisekoi: OVA,,1900,Opening Theme,Rally Go Round,LiSA,https://open.spotify.com/track/4tiiXvf3G6ujvyt8IdNHvR,
Nisekoi: OVA,,1900,Opening Theme,Magical☆Styling (マジカル☆スタイリング),Magical Pâtissière Kosaki-chan (Kana Hanazawa), ,
Nisekoi: OVA,,1900,Ending Theme,Aimai Hertz (曖昧ヘルツ),"Chitoge Kirisaki (Nao Touyama), Kosaki Onodera (Kana Hanazawa), Seishirou Tsugumi (Mikako Komatsu), Marika Tachibana (Kana Asumi)", ,
Nisekoi: OVA,,1900,Ending Theme,Crayon Cover (クレヨンカバー),Kosaki Onodera (Kana Hanazawa), ,
"No Game No Life (No Game, No Life)",Spring 2014,2014,Opening Theme,This game,Konomi Suzuki, ,
"No Game No Life (No Game, No Life)",Spring 2014,2014,Opening Theme,Onegai☆Snyaiper (おねがい☆すにゃいばー),Izuna Hatsuse (Miyuki Sawashiro), ,
"No Game No Life (No Game, No Life)",Spring 2014,2014,Ending Theme,This game,Konomi Suzuki, ,
"No Game No Life (No Game, No Life)",Spring 2014,2014,Ending Theme,Oracion (オラシオン),Shiro (Ai Kayano), ,
"No Game No Life: Zero (No Game, No Life: Zero)",,1900,Ending Theme,THERE IS A REASON,Konomi Suzuki,https://open.spotify.com/track/3yvLzfvMAPEjcv5G8NLim2,
No Guns Life,Fall 2019,2019,Opening Theme,MOTOR CITY,Kenichi Asai (浅井健一),https://open.spotify.com/track/7jd9ghXWTcn0hVD6FSQrUb,
No Guns Life,Fall 2019,2019,Ending Theme,Game Over,DATS,https://open.spotify.com/track/7EHrkgu52oe58ytneVPNVI,
No Guns Life 2nd Season (No Guns Life Season 2),Summer 2020,2020,Opening Theme,Chaos Drifters,SawanoHiroyuki[nZk]:Jean-Ken Johnny,https://open.spotify.com/track/1fMNl2mdBRthYDfXbWgfax,
No Guns Life 2nd Season (No Guns Life Season 2),Summer 2020,2020,Ending Theme,new world,THIS IS JAPAN,https://open.spotify.com/track/6JP47pu54ufDK2epBJrmhd,
No.6 (No. 6),Summer 2011,2011,Opening Theme,Spell,LAMA,https://open.spotify.com/track/3AoRM0u5OKKb7mDimMhQER,
No.6 (No. 6),Summer 2011,2011,Ending Theme,Rokutousei no Yoru (六等星の夜),Aimer,https://open.spotify.com/track/4uIOdt6VTKHLrlInxAc7Lw,
Noblesse,Fall 2020,2020,Opening Theme,BREAKING DAWN,Jae Joong,https://open.spotify.com/track/5DuZeF0DJcMn5TBXLK2FhI,
Noblesse,Fall 2020,2020,Ending Theme,Etoile,OH MY GIRL,https://open.spotify.com/track/6LgX94vnLQ4JZTMojQ3D30,
Nobunaga-sensei no Osanazuma (Nobunaga Teacher's Young Bride),Spring 2019,2019,Opening Theme,"Koise yo Minna, Hai! (恋せよみんな、ハイ！)",Pyxis,https://open.spotify.com/track/3EPX9BeH1fWRoO1Zn2nbWo,
Nobunaga-sensei no Osanazuma (Nobunaga Teacher's Young Bride),Spring 2019,2019,Ending Theme,Returner Butterfly,Rika Tachibana,https://open.spotify.com/track/58tSWiB1U5QEk6MUjz2pv4,
Nokemono-tachi no Yoru (The Tale of Outcasts),Winter 2023,2023,Opening Theme,Ashita no Katachi (明日のカタチ),Ayana Taketatsu (竹達彩奈),https://open.spotify.com/track/6iXkJbczR3AbKdAawrRMTZ,
Nokemono-tachi no Yoru (The Tale of Outcasts),Winter 2023,2023,Ending Theme,Ashita no Katachi (明日のカタチ),Ayana Taketatsu, ,
Nokemono-tachi no Yoru (The Tale of Outcasts),Winter 2023,2023,Ending Theme,Rewrite,Hakubi,https://open.spotify.com/track/0dPiNvd5lNY9BJisQhZ0V9,
Noragami,Winter 2014,2014,Opening Theme,Goya no Machiawase (午夜の待ち合わせ),Hello Sleepwalkers,https://open.spotify.com/track/0MGQHJPSWR2e2fj8VTNLYF,
Noragami,Winter 2014,2014,Ending Theme,Heart Realize (ハートリアライズ),Tia,https://open.spotify.com/track/683BwxNnoUdR610Rqlq1NJ,
Noragami Aragoto,Fall 2015,2015,Opening Theme,Kyouran Hey Kids!! (狂乱Hey Kids!!),THE ORAL CIGARETTES,https://open.spotify.com/track/0ax0UBVE6S1Qh6ReyJbyXk,
Noragami Aragoto,Fall 2015,2015,Ending Theme,Nirvana (ニルバナ),Tia,https://open.spotify.com/track/034c3CHMQ2STRC6GPXXhl6,
Noragami Aragoto OVA,,1900,Opening Theme,Kyouran Hey Kids!! (狂乱Hey Kids!!),THE ORAL CIGARETTES,https://open.spotify.com/track/0ax0UBVE6S1Qh6ReyJbyXk,
Noragami Aragoto OVA,,1900,Ending Theme,Nirvana (ニルバナ),Tia,https://open.spotify.com/track/034c3CHMQ2STRC6GPXXhl6,
Noragami OVA,,1900,Opening Theme,Goya no Machiawase (午夜の待ち合わせ),Hello Sleepwalkers,https://open.spotify.com/track/0MGQHJPSWR2e2fj8VTNLYF,
Noragami OVA,,1900,Ending Theme,Heart Realize (ハートリアライズ),Tia,https://open.spotify.com/track/683BwxNnoUdR610Rqlq1NJ,
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,Fall 2022,2022,Opening Theme,Growing up,7ORDER,https://open.spotify.com/track/1YXgEhut1Mo2Y44IgsvP7f,
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,Fall 2022,2022,Ending Theme,ローリンソウル・ハッピーデイズ,ポップしなないで,https://open.spotify.com/track/4TuSvwEIqhBHcYxEYkbvyZ,
Null Peta (Null & Peta),,1900,Opening Theme,#NULL!*Peta,"Null (Azuki Waki), Peta (Reina Ueda)",https://open.spotify.com/track/0UJ4wQxkt0rGdXdYSCwBOx,
number24,Winter 2020,2020,Opening Theme,SET!,Masanori Kobayashi (小林正典), ,
number24,Winter 2020,2020,Ending Theme,Kimi to Iru nara (君といるなら),Natsusa Yuzuki (Kengo Kawanishi) & Seiichirou Jingyouji (Ryouta Suzuki), ,
number24,Winter 2020,2020,Ending Theme,COMICAL TRY!!,Natsusa Yuzuki (Kengo Kawanishi) & Ibuki Ueoka (Junichi Yanagita), ,
number24,Winter 2020,2020,Ending Theme,Every Fight,Natsusa Yuzuki (Kengo Kawanishi) & Yasunari Tsuru (Shouhei Komatsu), ,
Ochikobore Fruit Tart (Dropout Idol Fruit Tart),Fall 2020,2020,Opening Theme,Kibou Darake no Everyday (キボウだらけのEVERYDAY),Fruit Tart (フルーツタルト),https://open.spotify.com/track/0CPzk2H8xZa4l8zR7BBThf,
Ochikobore Fruit Tart (Dropout Idol Fruit Tart),Fall 2020,2020,Ending Theme,Wonder! (ワンダー！),Fruit Tart (フルーツタルト),https://open.spotify.com/track/2pQGIK9ljLZN1W2xs9BKwi,
Oda Cinnamon Nobunaga,Winter 2020,2020,Opening Theme,Sunny Sunny Girl◎,Akane Kumada,https://open.spotify.com/track/5ilNkGeVY3Vot1dFgMMA9U,
Oda Cinnamon Nobunaga,Winter 2020,2020,Ending Theme,Inusei wa Ichidokiri (犬生は一度きり),"Cinnamon. Boo, Lucky (シナモン・ブー・ラッキー) (Kenyuu Horiuchi, Toshio Furukawa, Tessyo Genda)",https://open.spotify.com/track/0g2BT7GnEiJs5VOZ4m2gRm,
Odd Taxi,Spring 2021,2021,Opening Theme,ODDTAXI,Skirt and PUNPEE,https://open.spotify.com/track/2V6096t85P3oWokkXqmANp,
Odd Taxi,Spring 2021,2021,Ending Theme,Sugarless Kiss (シュガーレス・キッス),Suzuko Mimori (三森すずこ),https://open.spotify.com/track/4W3otQbSjWgMyuiSuYyp32,
Odd Taxi,Spring 2021,2021,Ending Theme,Kabe no Mukou ni Waraigoe wo Kikimashita ka (壁の向こうに笑い声を聞きましたか),Tony Frank (トニーフランク),https://open.spotify.com/track/5e8r1dLxRyk7bWOSJo5ikL,
"Omoi, Omoware, Furi, Furare (Love Me, Love Me Not)",,1900,Ending Theme,Gravity,BUMP OF CHICKEN,https://open.spotify.com/track/15WLZS3pvNj1grj8FsI1tv,
One Piece Film: Red,,1900,Opening Theme,Shin Jidai (新時代),Ado, ,
One Piece Film: Red,,1900,Ending Theme,Kaze no Yukue (風のゆくえ),Ado, ,
One Punch Man,Fall 2015,2015,Opening Theme,THE HERO !! ~Okoreru Kobushi ni Hi wo Tsukero~ (THE HERO !! ～怒れる拳に火をつけろ～),JAM Project,https://open.spotify.com/track/4YycgLIc3P6oQRY5NiOybl,
One Punch Man,Fall 2015,2015,Ending Theme,Hoshi yori Saki ni Mitsukete Ageru (星より先に見つけてあげる),Hiroko Moriguchi, ,
One Punch Man,Fall 2015,2015,Ending Theme,Kanashimitachi wo Dakishimete (悲しみたちを抱きしめて),Hiroko Moriguchi, ,
One Punch Man 2nd Season (One Punch Man Season 2),Spring 2019,2019,Opening Theme,Seijaku no Apostle (静寂のアポストル),JAM Project,https://open.spotify.com/track/1YlmNQyqgqmih1o96NGCZZ,
One Punch Man 2nd Season (One Punch Man Season 2),Spring 2019,2019,Ending Theme,Seijaku no Apostle (静寂のアポストル),JAM Project,https://open.spotify.com/track/1YlmNQyqgqmih1o96NGCZZ,
One Punch Man 2nd Season (One Punch Man Season 2),Spring 2019,2019,Ending Theme,Chizu ga Nakutemo Modoru kara (地図が無くても戻るから),Makoto Furukawa,https://open.spotify.com/track/0YbL6UQ5UmpTYp5tkUYV1N,
One Punch Man 2nd Season Specials (One Punch Man Season 2 Specials),,1900,Ending Theme,Chizu ga Nakutemo Modoru kara (地図が無くても戻るから),Makoto Furukawa,https://open.spotify.com/track/68ywGAs951Fe4rrmqfMdH7,
One Punch Man Specials,,1900,Ending Theme,Saitama no One Punch Ondo (サイタマのワンパン音頭),Saitama (Makoto Furukawa), ,
One Punch Man Specials,,1900,Ending Theme,Genos no One Punch Ondo (ジェノスのワンパン音頭),Genos (Kaito Ishikawa), ,
One Punch Man Specials,,1900,Ending Theme,Sonic no One Punch Ondo (ソニックのワンパン音頭),Sonic (Yuki Kaji), ,
One Punch Man Specials,,1900,Ending Theme,Tatsumaki to Fubuki no One Punch Ondo (タツマキとフブキのワンパン音頭),Tatsumaki (Aoi Yuuki) and Fubuki (Saori Hayami), ,
One Punch Man Specials,,1900,Ending Theme,Minna no One Punch Ondo (ミンナのワンパン音頭),"Saitama (Makoto Furukawa), Genos (Kaito Ishikawa), Sonic (Yuki Kaji), Tatsumaki (Aoi Yuuki), Fubuki (Saori Hayami), King (Hiroki Yasumoto), Mumen Rider (Yuuichi Nakamura) ", ,
One Punch Man: Road to Hero,,1900,Opening Theme,THE HERO !! ~Okoreru Kobushi ni Hi wo Tsukero~ (THE HERO !! ～怒れる拳に火をつけろ～),JAM Project,https://open.spotify.com/track/4YycgLIc3P6oQRY5NiOybl,
One Punch Man: Road to Hero,,1900,Ending Theme,Hoshi yori Saki ni Mitsukete Ageru (星より先に見つけてあげる),Hiroko Moriguchi, ,
Orange,Summer 2016,2016,Opening Theme,Hikari no Hahen (光の破片),Yu Takahashi,https://open.spotify.com/track/4g5ZUsd10wLBwMNnPfRIor,
Orange,Summer 2016,2016,Ending Theme,Mirai (未来),Kobukuro,https://open.spotify.com/track/7M2ZtqHQWtrDW9oGodD6vm,
Orange: Mirai,,1900,Ending Theme,Hikari no Hahen (光の破片),Yu Takahashi,https://open.spotify.com/track/4g5ZUsd10wLBwMNnPfRIor,
Ore dake Haireru Kakushi Dungeon,Winter 2021,2021,Opening Theme,Pyramid Dai Gyakuten (ピラミッド大逆転),Spira Spica (スピラ・スピカ),https://open.spotify.com/track/2FR4PLn6gIq4pZr75zqBMN,
Ore dake Haireru Kakushi Dungeon,Winter 2021,2021,Ending Theme,Nemophila (ネモフィラ),Coala Mode.,https://open.spotify.com/track/1u0diEbfottgBhuRDdr3SI,
Ore Monogatari!! (My Love Story!!),Spring 2015,2015,Opening Theme,Miraikei Answer (未来形Answer),TRUSTRICK,https://open.spotify.com/track/5HhCz8PsBYkDoIXppjcvcK,
Ore Monogatari!! (My Love Story!!),Spring 2015,2015,Ending Theme,Shiawase no Arika (幸せのありか),LOCAL CONNECT,https://open.spotify.com/track/13RBHjZjzm4uZJDWp4Qqld,
Ore Monogatari!! (My Love Story!!),Spring 2015,2015,Ending Theme,Miraikei Answer (未来形Answer),TRUSTRICK,https://open.spotify.com/track/5HhCz8PsBYkDoIXppjcvcK,
Ore no Kanojo to Osananajimi ga Shuraba Sugiru (Oreshura),Winter 2013,2013,Opening Theme,Girlish Lover,"Mizukara wo Enshutsu Suru Otome no Kai [自らを演出する乙女の会] (Chinatsu Akasaki, Yukari Tamura, Hisako Kanemoto, Ai Kayano)", ,
Ore no Kanojo to Osananajimi ga Shuraba Sugiru (Oreshura),Winter 2013,2013,Ending Theme,W:Wonder tale,Yukari Tamura,https://open.spotify.com/track/21YyyBmcsMvocTy8mMiuWa,
Ore no Kanojo to Osananajimi ga Shuraba Sugiru (Oreshura),Winter 2013,2013,Ending Theme,Girlish Lover,"Mizukara wo Enshutsu Suru Otome no Kai [自らを演出する乙女の会] (Chinatsu Akasaki, Yukari Tamura, Hisako Kanemoto, Ai Kayano)", ,
Ore wo Suki nano wa Omae dake ka yo,Fall 2019,2019,Opening Theme,Papapa (パパパ),Shuka Saitou,https://open.spotify.com/track/3kasuDrBA4cE2KqL0Qy49i,
Ore wo Suki nano wa Omae dake ka yo,Fall 2019,2019,Ending Theme,Hanakotoba (ハナコトバ),"Sumireko Sanshokuin (Haruka Tomatsu), Aoi Hinata (Haruka Shiraishi), Sakura Akino (Sachika Misawa)", ,
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,,1900,Opening Theme,Papapa (パパパ),Shuka Saitou,https://open.spotify.com/track/3kasuDrBA4cE2KqL0Qy49i,
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,,1900,Ending Theme,Hanakotoba (ハナコトバ),"Sumireko Sanchouin (CV: Haruka Tomatsu), Aoi Hinata (CV: Haruka Shiraishi), Sakura Akino (CV: Sachika Misawa)", ,
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,1900,Opening Theme,Papapa (パパパ),Shuka Saitou,https://open.spotify.com/track/3kasuDrBA4cE2KqL0Qy49i,
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,1900,Ending Theme,Hanakotoba (ハナコトバ),"Sumireko Sanshokuin (Haruka Tomatsu), Aoi Hinata (Haruka Shiraishi), Sakura Akino (Sachika Misawa)", ,
Osananajimi ga Zettai ni Makenai Love Comedy,Spring 2021,2021,Opening Theme,Chance! & Revenge!,Riko Azuna,https://open.spotify.com/track/03TXTX2vETneiOLtua45lE,
Osananajimi ga Zettai ni Makenai Love Comedy,Spring 2021,2021,Ending Theme,Senryakuteki de Yosoku Funou na Love Comedy no Ending Kyoku (戦略的で予測不能なラブコメディのエンディング曲),"Kuroha Shida (Inori Minase), Shirokusa Kachi (Ayane Sakura)",https://open.spotify.com/track/5tC0zP2QQVIthzEeQRgIsE,
Osananajimi ga Zettai ni Makenai Love Comedy,Spring 2021,2021,Ending Theme,Paradise SOS (パラダイスSOS),"Kuroha Shida (Inori Minase), Shirokusa Kachi (Ayane Sakura), Maria Momosaka (Saori Oonishi)", ,
Oshi ga Budoukan Ittekuretara Shinu,Winter 2020,2020,Opening Theme,Clover wish,ChamJam,https://open.spotify.com/track/6IdJ9lCeXEbjE3O7uVLzDr,
Oshi ga Budoukan Ittekuretara Shinu,Winter 2020,2020,Ending Theme,Momoiro Kataomoi (♡桃色片想い♡),Eripiyo (Ai Fairouz),https://open.spotify.com/track/5nizNhjpcIflt36GqkfC72,
Oshi ga Budoukan Ittekuretara Shinu,Winter 2020,2020,Ending Theme,Momoiro Kataomoi (♡桃色片想い♡),Eripiyo (Ai Fairouz) and Maia Ichii (Hina Tachibana),https://open.spotify.com/track/08o0MweKB2kANtvtl1bGzv,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,Opening Theme,Otome no Route wa Hitotsu janai! (乙女のルートはひとつじゃない！),angela,https://open.spotify.com/track/36NAPq2B1USSfNTW9vtNKa,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,Ending Theme,BAD END,Shouta Aoi (蒼井翔太), ,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Spring 2020,2020,Ending Theme,Otome no Route wa Hitotsu Janai! (乙女のルートはひとつじゃない！),angela, ,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Summer 2021,2021,Opening Theme,Andante ni Koi wo Shite! (アンダンテに恋をして！),angela,https://open.spotify.com/track/4fjkKXGD4hJiTxiZUQx71s,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Summer 2021,2021,Ending Theme,give me ♡ me,Shouta Aoi,https://open.spotify.com/track/14Yq6lC7BSO5gZbuKwaxNq,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Summer 2021,2021,Ending Theme,Otome no Route wa Hitotsu janai! (乙女のルートはひとつじゃない！),angela, ,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Winter 2023,2023,Opening Theme,Gift (ギフト),Masayoshi Ooishi,https://open.spotify.com/track/4uVQsFaDWz8MfAslai1Zmf,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Winter 2023,2023,Ending Theme,Gift (ギフト),Masayoshi Ooishi,https://open.spotify.com/track/4uVQsFaDWz8MfAslai1Zmf,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Winter 2023,2023,Ending Theme,Chiisana Koi no Uta (小さな恋のうた),Mahiru Shiina (CV: Manaka Iwami),https://open.spotify.com/track/0BG417uYH3D1Tr0gxHFzBY,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Winter 2023,2023,Ending Theme,Ai Uta (愛唄),Mahiru Shiina (CV: Manaka Iwami),https://open.spotify.com/track/70LiHPEau0EMDvBnKclohr,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Winter 2023,2023,Ending Theme,Kimi ni Todoke (君に届け),Mahiru Shiina (CV: Manaka Iwami),https://open.spotify.com/track/0BCyxE1R1bDTN8QBaSfgFC,
Overlord,Summer 2015,2015,Opening Theme,Clattanoia,O×T (Masayoshi Oishi × Tom-H@ck), ,
Overlord,Summer 2015,2015,Ending Theme,L.L.L.,MYTH&ROID, ,
Overlord II,Winter 2018,2018,Opening Theme,GO CRY GO,OxT, ,
Overlord II,Winter 2018,2018,Ending Theme,HYDRA,MYTH＆ROID, ,
Overlord III,Summer 2018,2018,Opening Theme,VORACITY,MYTH＆ROID, ,
Overlord III,Summer 2018,2018,Ending Theme,Silent Solitude,OxT, ,
Overlord: Ple Ple Pleiades,,1900,Opening Theme,Party Out!!,OxT, ,
Overlord: Ple Ple Pleiades,,1900,Ending Theme,Daily-go-round,OxT, ,
Overlord: Ple Ple Pleiades,,1900,Opening Theme,Clattanoia,Masayoshi Ooiishi,https://open.spotify.com/track/29T1JG0QOfr7dBFsfT7TfM,
Overlord: Ple Ple Pleiades,,1900,Ending Theme,L.L.L.,MYTH&ROID, ,
Pale Cocoon,,1900,Ending Theme,Aoi Tamago,Little Moa, ,
Paprika,,1900,Opening Theme,Mediational Field,Susumu Hirasawa, ,
Paprika,,1900,Ending Theme,白虎野の娘 (Byakkoya no Musume),Hirasawa Susumu, ,
Paprika,,1900,Ending Theme,Byakkoya (白虎野),Susumu Hirasawa, ,
Peach Boy Riverside,Summer 2021,2021,Opening Theme,Dark spiral journey,Q-MHz feat. Yuuko Suzuhana (鈴華ゆう子),https://open.spotify.com/track/5AgTWm5A0fY3tkzLtBQs5a,
Peach Boy Riverside,Summer 2021,2021,Ending Theme,Yoru wo Koeru Ashioto (夜を越える足音),Mitei no Hanashi (ミテイノハナシ),https://open.spotify.com/track/2qzyRmRuv0yEJIjkaAM4PJ,
